task_id,strategy,repetition,new_observation_count,fit_observation_count,committee_model_count,bic_weight_entropy_nats,selected_proposal_id,selected_formula,selected_model_weight,selected_bic,locked_rmse,behavior_recovered,exact_expression_match,recovery_threshold,data_seed
T02,model_information_gain,1,3,15,9,1.0155370866651932e-14,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999999999998,-136.31708476093866,0.0030958733586539293,True,True,0.06,20260831
T02,model_information_gain,1,4,16,9,2.819519371395472e-16,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-145.9047042226958,0.0036535063237087806,True,True,0.06,20260831
T02,model_information_gain,1,5,17,9,1.9296639677809567e-15,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-146.99468033890994,0.004353511190364743,True,True,0.06,20260831
T02,model_information_gain,1,6,18,9,1.5636470066189907e-15,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-152.8600591246914,0.0028458775589636654,True,True,0.06,20260831
T02,model_information_gain,1,7,19,9,1.385047848027846e-16,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-162.24487002007314,0.0026163626965726283,True,True,0.06,20260831
T02,model_information_gain,1,8,20,9,1.728610896585399e-17,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-171.91289969791168,0.002608165638693834,True,True,0.06,20260831
T02,parameter_information_gain,1,0,12,9,0.002586524397336295,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9997271318725399,-108.85448385977932,0.0037892304278150427,True,True,0.06,20260831
T02,parameter_information_gain,1,1,13,9,4.707058922950371e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999966576933221,-118.36747609729923,0.002492330518396036,True,True,0.06,20260831
T02,parameter_information_gain,1,2,14,9,2.953667391190795e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999979601229703,-126.86924919179778,0.00018364169731187124,True,True,0.06,20260831
T02,parameter_information_gain,1,3,15,8,1.4533164973666777e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999990451011371,-136.60804342493483,0.000863597813756498,True,True,0.06,20260831
T02,parameter_information_gain,1,4,16,8,2.181806844758069e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999998712260586,-144.03652494122846,0.0020514400703931495,True,True,0.06,20260831
T02,parameter_information_gain,1,5,17,8,9.211553100206266e-07,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999483451109,-153.92399224092554,0.0023379101401605996,True,True,0.06,20260831
T02,parameter_information_gain,1,6,18,8,3.585122267266564e-18,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-160.1878461030644,0.0013465731694036957,True,True,0.06,20260831
T02,parameter_information_gain,1,7,19,8,1.9963813936683798e-20,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-169.48657623648256,0.001731478996062589,True,True,0.06,20260831
T02,parameter_information_gain,1,8,20,8,5.705529846943103e-21,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-173.31883025125757,0.0006984589478074207,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,0,12,9,0.002586524397336295,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9997271318725399,-108.85448385977932,0.0037892304278150427,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,1,13,9,4.707058922950371e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999966576933221,-118.36747609729923,0.002492330518396036,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,2,14,9,2.953667391190795e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999979601229703,-126.86924919179778,0.00018364169731187124,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,3,15,8,1.4533164973666777e-05,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999990451011371,-136.60804342493483,0.000863597813756498,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,4,16,8,2.181806844758069e-06,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999998712260586,-144.03652494122846,0.0020514400703931495,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,5,17,8,9.211553100206266e-07,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),0.9999999483451109,-153.92399224092554,0.0023379101401605996,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,6,18,8,3.585122267266564e-18,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-160.1878461030644,0.0013465731694036957,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,7,19,8,1.9963813936683798e-20,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-169.48657623648256,0.001731478996062589,True,True,0.06,20260831
T02,joint_structure_parameter_information_gain,1,8,20,8,5.705529846943103e-21,gate1d_t02_01,M_base(x) * (1 + (p6 * x1 * x2)),1.0,-173.31883025125757,0.0006984589478074207,True,True,0.06,20260831
T03,space_filling_design,1,0,12,9,1.4970314658377568,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.28553201123429656,-88.41700070027366,0.011747346901158858,True,True,0.07500000000000001,20260831
T03,space_filling_design,1,1,13,9,0.684596678892787,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.575125744793372,-96.58526799291549,0.005678318130197665,True,True,0.07500000000000001,20260831
T03,space_filling_design,1,2,14,9,0.6848660706411237,gate1d_t03_02,M_base(x) + ((sin(x2) + (-1 * x2)) * pysr_coefficient_1),0.5642731866047325,-104.52162723510828,0.01913898787291055,True,False,0.07500000000000001,20260831
T03,space_filling_design,1,3,15,9,0.6924781088001921,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.5182885306583169,-112.56670427388984,0.015068014785433837,True,True,0.07500000000000001,20260831
T03,space_filling_design,1,4,16,9,0.6923879625394378,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.5194811569196021,-121.19674015701618,0.015068019760912857,True,True,0.07500000000000001,20260831
T03,space_filling_design,1,5,17,9,0.6928904043945617,gate1d_t03_02,M_base(x) + ((sin(x2) + (-1 * x2)) * pysr_coefficient_1),0.5113303710096874,-129.52825111643298,0.017670711940417163,True,False,0.07500000000000001,20260831
T03,space_filling_design,1,6,18,9,0.6746006493938369,gate1d_t03_02,M_base(x) + ((sin(x2) + (-1 * x2)) * pysr_coefficient_1),0.5959989235916507,-137.04943799847018,0.01663996352345462,True,False,0.07500000000000001,20260831
T03,space_filling_design,1,7,19,9,0.6668543967491873,gate1d_t03_02,M_base(x) + ((sin(x2) + (-1 * x2)) * pysr_coefficient_1),0.61415236808287,-145.68608759791917,0.016633737319543145,True,False,0.07500000000000001,20260831
T03,space_filling_design,1,8,20,9,0.6629781347173005,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.6221974070265277,-150.55514146716678,0.010337175369525598,True,True,0.07500000000000001,20260831
T03,random_design,1,0,12,9,1.4970314658377568,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.28553201123429656,-88.41700070027366,0.011747346901158858,True,True,0.07500000000000001,20260831
T03,random_design,1,1,13,9,1.3130996882432142,gate1d_t03_04,M_base(x) + (sin(sin(x2)) + (-1 * x2)),0.42268226733382913,-94.977919158858,0.19309003936264876,False,False,0.07500000000000001,20260831
T03,random_design,1,2,14,9,0.47029810654762466,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.8207655775782224,-99.08870275562677,0.030250119507299146,True,True,0.07500000000000001,20260831
T03,random_design,1,3,15,9,0.3688108340336419,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.8790689167668085,-106.18952375358789,0.03179988818115176,True,True,0.07500000000000001,20260831
T03,random_design,1,4,16,9,0.231419518374138,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9383738248311699,-110.1509354717319,0.01458948410030515,True,True,0.07500000000000001,20260831
T03,random_design,1,5,17,9,0.16728120964669427,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9602084926885209,-118.00248620016745,0.015159707275044362,True,True,0.07500000000000001,20260831
T03,random_design,1,6,18,9,0.13530961075139916,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9698366464731217,-126.05403226452029,0.014799636757766526,True,True,0.07500000000000001,20260831
T03,random_design,1,7,19,9,0.0983891858641974,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9799100013365741,-134.11672563623208,0.015122945353459077,True,True,0.07500000000000001,20260831
T03,random_design,1,8,20,9,0.08601675569901916,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9830259080230555,-142.10856090466507,0.01512294497076432,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,0,12,9,1.4970314658377568,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.28553201123429656,-88.41700070027366,0.011747346901158858,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,1,13,9,0.6729210997822667,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.600223300298586,-96.21124813342293,0.014177328807275283,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,2,14,9,0.4152388567375057,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.8542651591335843,-104.41514332542317,0.016117750308585387,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,3,15,9,0.5054330802982105,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.7963411129399501,-111.95506946765668,0.013342659562403186,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,4,16,9,0.26506297275244206,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.925525215127908,-119.77041127068388,0.015456360576306982,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,5,17,9,0.1323396325597836,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9706887959142946,-128.26968388499034,0.013625660310216177,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,6,18,9,0.0495867702662651,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9913742266641133,-135.9935356097357,0.015017722128278576,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,7,19,9,0.07593189104766472,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9854643811144399,-143.0921124789887,0.013351983944524535,True,True,0.07500000000000001,20260831
T03,model_information_gain,1,8,20,9,0.032208164026707176,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.9948619014986542,-150.83437342690578,0.014513266106579775,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,0,12,9,1.4970314658377568,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.28553201123429656,-88.41700070027366,0.011747346901158858,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,1,13,9,0.6729210997822667,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.600223300298586,-96.21124813342293,0.014177328807275283,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,2,14,9,0.6498578042207246,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.646049680624253,-104.71545935798636,0.012609713458181456,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,3,15,9,0.6190256884480795,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.6900936803812688,-109.43189713622216,0.004596289352751544,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,4,16,9,0.6004168333462213,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.7119274586966323,-115.36913785952844,0.0003875836442806229,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,5,17,9,0.6008381621606846,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.7114611947732185,-123.288797745018,0.0012551325534825536,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,6,18,9,0.5954306873328329,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.717358664433856,-131.40835490582145,0.0023006034410638135,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,7,19,9,0.5852911642640752,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.7279459443020793,-139.84252799231507,0.002286108913056606,True,True,0.07500000000000001,20260831
T03,parameter_information_gain,1,8,20,9,0.5914554303451424,gate1d_t03_01,M_base(x) + (coefficient_cubic_x2 * (x2 ^ 3)),0.7215794110643288,-147.95303480368068,0.001428785579220781,True,True,0.07500000000000001,20260831
